0.001	0.0987909	100000
0.011	0.00134418	100000
0.021	0.000142776	100000
0.031	9.87172e-05	73000
0.041	9.78401e-05	61000
0.051	9.40825e-05	48000
0.061	9.74049e-05	45000
0.071	9.7305e-05	51000
0.081	9.79384e-05	36000
0.091	9.84394e-05	54000
0.101	9.4161e-05	31000
0.111	8.9379e-05	35000
0.121	8.54756e-05	33000
0.131	9.46859e-05	32000
0.141	9.72365e-05	32000
0.151	9.84926e-05	53000
0.161	9.14219e-05	30000
0.171	0.103581	100000
0.181	9.89343e-05	27000
0.191	0.114587	100000
0.201	0.0912108	100000
0.211	0.0763544	100000
0.221	0.0842349	100000
0.231	0.100564	100000
0.241	9.31029e-05	23000
0.251	8.22899e-05	26000
0.261	8.11981e-05	26000
0.271	0.124968	100000
0.281	6.92141e-05	30000
0.291	0.113101	100000
0.301	0.111124	100000
0.311	0.119686	100000
0.321	0.112918	100000
0.331	0.115789	100000
0.341	0.115464	100000
0.351	0.11971	100000
0.361	4.82128e-05	28000
0.371	0.118005	100000
0.381	0.109399	100000
0.391	0.115602	100000
0.401	0.117657	100000
0.411	0.118001	100000
0.421	0.123011	100000
0.431	0.118896	100000
0.441	0.117564	100000
0.451	0.118107	100000
0.461	0.117275	100000
0.471	0.116969	100000
0.481	0.11409	100000
0.491	0.119921	100000
0.501	0.44967	100000
0.511	0.116598	100000
0.521	0.120308	100000
0.531	0.1152	100000
0.541	0.115506	100000
0.551	0.12026	100000
0.561	0.112514	100000
0.571	0.117089	100000
0.581	0.99974	100000
