0.1	0.512331	100000
0.1	0.521465	100000
0.1	0.500779	100000
0.1	0.536268	100000
0.1	8.20208e-05	88000
0.1	0.000131598	100000
0.1	0.000101593	100000
0.1	9.9938e-05	95000
0.1	8.5674e-05	49000
0.1	0.505221	100000
0.1	0.50226	100000
0.1	9.01293e-05	44000
0.1	9.9273e-05	48000
0.1	9.6595e-05	60000
0.1	8.25414e-05	37000
0.1	8.61537e-05	36000
0.1	9.15282e-05	41000
0.1	9.14906e-05	43000
0.1	9.77127e-05	35000
0.1	9.16081e-05	55000
0.1	0.262167	100000
0.1	9.03502e-05	42000
0.1	9.16841e-05	49000
0.1	9.74531e-05	40000
0.1	9.40505e-05	44000
0.1	9.14991e-05	40000
0.1	9.76821e-05	60000
0.1	9.06171e-05	38000
0.1	9.92027e-05	33000
0.1	9.3091e-05	34000
0.1	8.49568e-05	43000
0.1	9.3809e-05	44000
0.1	9.42508e-05	40000
0.1	8.81314e-05	35000
0.1	8.22863e-05	38000
0.1	9.71656e-05	38000
0.1	8.25807e-05	40000
0.1	9.68702e-05	55000
0.1	9.10173e-05	32000
0.1	9.52974e-05	45000
0.1	9.87776e-05	36000
0.1	8.79187e-05	43000
0.1	9.51819e-05	46000
0.1	9.8747e-05	34000
0.1	9.70825e-05	71000
0.1	8.46682e-05	34000
0.1	9.96213e-05	61000
0.1	8.16533e-05	32000
0.1	8.9056e-05	54000
0.1	9.78527e-05	44000
0.1	8.9636e-05	38000
0.1	8.31964e-05	34000
0.1	9.22823e-05	33000
0.1	9.00304e-05	44000
0.1	8.7566e-05	35000
0.1	8.95654e-05	41000
0.1	9.03973e-05	38000
0.1	9.31591e-05	38000
0.1	9.60716e-05	35000
0.1	9.96271e-05	76000
0.1	9.24706e-05	36000
0.1	9.37956e-05	34000
0.1	9.29661e-05	36000
0.1	9.66373e-05	48000
0.1	9.39712e-05	35000
0.1	9.26345e-05	37000
0.1	0.000287766	100000
0.1	9.34739e-05	36000
0.1	9.775e-05	37000
0.1	9.74205e-05	34000
0.1	9.07922e-05	38000
0.1	9.44138e-05	37000
0.1	9.15444e-05	36000
0.1	9.47009e-05	65000
0.1	9.25646e-05	40000
0.1	9.82998e-05	59000
0.1	9.34165e-05	32000
0.1	9.47994e-05	31000
0.1	9.71897e-05	42000
0.1	8.93028e-05	34000
0.1	8.92058e-05	34000
0.1	9.68631e-05	41000
0.1	9.47716e-05	74000
0.1	8.28003e-05	30000
0.1	9.38978e-05	38000
0.1	8.97924e-05	35000
0.1	9.02351e-05	30000
0.1	9.08715e-05	40000
0.1	9.66289e-05	86000
0.1	9.71184e-05	32000
0.1	9.8269e-05	40000
0.1	9.32977e-05	34000
0.1	9.61486e-05	33000
0.1	9.79754e-05	28000
0.1	9.634e-05	59000
0.1	9.83125e-05	54000
0.1	9.96223e-05	41000
0.1	9.96346e-05	67000
0.1	9.44988e-05	35000
0.1	9.63164e-05	35000
0.1	8.2609e-05	34000
0.1	9.23068e-05	36000
0.1	9.50635e-05	36000
0.1	9.02648e-05	37000
0.1	9.34064e-05	37000
0.1	0.0847334	100000
0.1	9.87825e-05	40000
0.1	9.79671e-05	39000
0.1	9.93378e-05	34000
0.1	9.99493e-05	59000
0.1	8.25132e-05	28000
0.1	9.42246e-05	34000
0.1	9.50633e-05	38000
0.1	9.63939e-05	34000
0.1	9.33059e-05	38000
0.1	9.73849e-05	55000
0.1	9.25126e-05	87000
0.1	9.61286e-05	30000
0.1	9.54073e-05	33000
0.1	9.52075e-05	38000
0.1	8.74084e-05	32000
0.1	9.69038e-05	35000
0.1	9.90753e-05	52000
0.1	9.72845e-05	48000
0.1	9.38784e-05	37000
0.1	9.67106e-05	36000
0.1	9.01451e-05	33000
0.1	9.62487e-05	39000
0.1	9.27139e-05	37000
0.1	9.54163e-05	70000
0.1	8.73695e-05	34000
0.1	8.97116e-05	29000
0.1	9.5904e-05	36000
0.1	9.98101e-05	45000
0.1	9.92683e-05	33000
0.1	9.99187e-05	56000
0.1	9.21101e-05	32000
0.1	9.37436e-05	40000
0.1	8.95524e-05	37000
0.1	9.60026e-05	35000
0.1	9.0167e-05	33000
0.1	9.58272e-05	39000
0.1	8.73626e-05	28000
0.1	9.84739e-05	45000
0.1	9.64955e-05	35000
0.1	9.79242e-05	69000
0.1	0.0881539	100000
0.1	9.89652e-05	47000
0.1	9.12653e-05	41000
0.1	9.4001e-05	33000
0.1	9.90428e-05	46000
0.1	9.7277e-05	35000
0.1	9.6827e-05	29000
0.1	9.24079e-05	34000
0.1	9.94322e-05	29000
0.1	9.20065e-05	35000
0.1	9.87794e-05	48000
0.1	9.85106e-05	32000
0.1	9.88344e-05	84000
0.1	9.0949e-05	34000
0.1	9.10824e-05	35000
0.1	9.62456e-05	43000
0.1	9.96445e-05	37000
0.1	9.9517e-05	44000
0.1	9.19026e-05	33000
0.1	9.77669e-05	67000
0.1	9.79866e-05	33000
0.1	8.79406e-05	34000
0.1	9.96327e-05	56000
0.1	9.95754e-05	45000
0.1	9.8474e-05	34000
0.1	9.75431e-05	56000
0.1	9.68556e-05	49000
0.1	9.82606e-05	34000
0.1	9.95508e-05	31000
0.1	9.96281e-05	34000
0.1	9.79402e-05	32000
0.1	9.35744e-05	35000
0.1	9.28763e-05	37000
0.1	9.17014e-05	35000
0.1	9.39642e-05	34000
0.1	8.78326e-05	28000
0.1	9.43688e-05	31000
0.1	8.60537e-05	31000
0.1	9.06368e-05	36000
0.1	9.00926e-05	37000
0.1	9.78279e-05	33000
0.1	9.74051e-05	49000
0.1	9.04633e-05	30000
0.1	9.5144e-05	32000
0.1	9.22736e-05	30000
0.1	9.65669e-05	39000
0.1	9.9684e-05	43000
0.1	9.30903e-05	38000
0.1	9.86676e-05	32000
0.1	9.50154e-05	37000
0.1	9.93204e-05	32000
0.1	8.70945e-05	32000
0.1	9.70349e-05	39000
0.1	9.93628e-05	34000
0.1	9.54616e-05	37000
0.1	9.10152e-05	32000
0.1	9.90863e-05	47000
0.1	8.99205e-05	37000
0.1	9.7554e-05	55000
0.1	9.44462e-05	52000
0.1	9.79414e-05	45000
0.1	8.75497e-05	28000
0.1	8.6127e-05	33000
0.1	9.54628e-05	33000
0.1	8.69456e-05	29000
0.1	9.86407e-05	33000
0.1	9.98637e-05	52000
0.1	9.05375e-05	30000
0.1	9.81782e-05	35000
0.1	8.74593e-05	28000
0.1	9.81362e-05	36000
0.1	8.99368e-05	26000
0.1	9.6947e-05	54000
0.1	9.61174e-05	57000
